Property,Field,Mown,Year,Date,Time ,Surveyor,Point,<50_Males,<50_Females,<50_Total,>50_Male,>50_Females,>50_Total,Total_Counts ,Notes
Dexter Drumlin,Main Field,N,2024,4/29/2024,6:28,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,4/29/2024,6:58,Scott Handler & Marion Larson,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,4/29/2024,6:48,Scott Handler & Marion Larson,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,4/29/2024,6:40,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,4/29/2024,7:10,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/2/2024,7:53,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/2/2024,8:01,Eric Mueller,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/2/2024,8:13,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/2/2024,8:24,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/2/2024,8:43,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/6/2024,6:40,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/6/2024,7:10,Scott Handler & Marion Larson,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/6/2024,7:00,Scott Handler & Marion Larson,C,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,5/6/2024,6:50,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/6/2024,7:20,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/9/2024,8:13,Eric Mueller,A,1,0,1,0,0,0,1,
Dexter Drumlin,Main Field,N,2024,5/9/2024,8:22,Eric Mueller,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/9/2024,8:33,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/9/2024,8:45,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/9/2024,9:08,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/12/2024,6:23,Scott Handler & Marion Larson,A,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,5/12/2024,6:52,Scott Handler & Marion Larson,B,1,0,1,2,0,2,3,
Dexter Drumlin,Main Field,N,2024,5/12/2024,6:42,Scott Handler & Marion Larson,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/12/2024,6:33,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/12/2024,7:05,Scott Handler & Marion Larson,E,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,5/20/2024,6:36,Scott Handler & Marion Larson,A,3,0,3,0,0,0,3,
Dexter Drumlin,Main Field,N,2024,5/20/2024,7:07,Scott Handler & Marion Larson,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,5/20/2024,6:56,Scott Handler & Marion Larson,C,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,5/20/2024,6:46,Scott Handler & Marion Larson,D,0,1,1,1,0,1,2,
Dexter Drumlin,Main Field,N,2024,5/20/2024,7:19,Scott Handler & Marion Larson,E,0,0,0,3,0,3,3,
Dexter Drumlin,Main Field,N,2024,5/17/2024,7:53,Eric Mueller,A,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,5/17/2024,8:02,Eric Mueller,B,2,0,2,0,0,0,2,
Dexter Drumlin,Main Field,N,2024,5/17/2024,8:10,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/17/2024,8:20,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/17/2024,8:38,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/23/2024,8:28,Eric Mueller,A,1,0,1,2,0,2,3,
Dexter Drumlin,Main Field,N,2024,5/23/2024,8:37,Eric Mueller,B,2,0,2,1,0,1,3,
Dexter Drumlin,Main Field,N,2024,5/23/2024,8:46,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/23/2024,8:55,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/23/2024,9:14,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/28/2024,6:15,Scott Handler & Marion Larson,A,1,0,1,4,0,4,5,
Dexter Drumlin,Main Field,N,2024,5/28/2024,6:43,Scott Handler & Marion Larson,B,1,0,1,0,0,0,1,
Dexter Drumlin,Main Field,N,2024,5/28/2024,6:34,Scott Handler & Marion Larson,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/28/2024,6:25,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/28/2024,6:56,Scott Handler & Marion Larson,E,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,5/31/2024,8:22,Eric Mueller,A,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,5/31/2024,8:30,Eric Mueller,B,2,0,2,0,0,0,2,
Dexter Drumlin,Main Field,N,2024,5/31/2024,8:40,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/31/2024,8:52,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,5/31/2024,9:09,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/4/2024,6:15,Scott Handler & Marion Larson,A,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,6/4/2024,6:44,Scott Handler & Marion Larson,B,2,1,3,0,0,0,3,
Dexter Drumlin,Main Field,N,2024,6/4/2024,6:35,Scott Handler & Marion Larson,C,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/4/2024,6:26,Scott Handler & Marion Larson,D,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/4/2024,6:56,Scott Handler & Marion Larson,E,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/10/2024,6:15,Scott Handler & Marion Larson,A,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/10/2024,6:45,Scott Handler & Marion Larson,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/10/2024,6:35,Scott Handler & Marion Larson,C,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,6/10/2024,6:25,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/10/2024,6:55,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/6/2024,6:37,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/6/2024,6:46,Eric Mueller,B,1,0,1,1,0,1,2,
Dexter Drumlin,Main Field,N,2024,6/6/2024,6:56,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/6/2024,7:07,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/6/2024,7:29,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/13/2024,6:41,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/13/2024,6:51,Eric Mueller,B,1,0,1,1,0,1,2,
Dexter Drumlin,Main Field,N,2024,6/13/2024,7:02,Eric Mueller,C,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,6/13/2024,7:14,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/13/2024,7:34,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/20/2024,7:00,Eric Mueller,A,3,0,3,0,1,1,4,
Dexter Drumlin,Main Field,N,2024,6/20/2024,7:10,Eric Mueller,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/20/2024,7:23,Eric Mueller,C,0,0,0,4,1,5,5,
Dexter Drumlin,Main Field,N,2024,6/20/2024,7:35,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/20/2024,7:54,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/24/2024,6:21,Scott Handler & Marion Larson,A,0,0,0,3,0,3,3,
Dexter Drumlin,Main Field,N,2024,6/24/2024,6:49,Scott Handler & Marion Larson,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/24/2024,6:40,Scott Handler & Marion Larson,C,0,0,0,1,1,2,2,
Dexter Drumlin,Main Field,N,2024,6/24/2024,6:31,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/24/2024,7:01,Scott Handler & Marion Larson,E,0,0,0,3,0,3,3,
Dexter Drumlin,Main Field,N,2024,6/27/2024,7:18,Eric Mueller,A,0,0,0,2,0,2,2,
Dexter Drumlin,Main Field,N,2024,6/27/2024,7:29,Eric Mueller,B,6,4,10,1,0,1,11,
Dexter Drumlin,Main Field,N,2024,6/27/2024,7:39,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/27/2024,7:53,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/27/2024,8:13,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/15/2024,6:58,Valerie Burdette,A,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/15/2024,7:15,Valerie Burdette,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,6/15/2024,7:28,Valerie Burdette,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,6/15/2024,8:16,Valerie Burdette,E,2,0,2,0,0,0,2,
Dexter Drumlin,Main Field,N,2024,6/15/2024,7:48,Valerie Burdette,D,1,0,1,1,0,1,2,
Dexter Drumlin,Main Field,N,2024,7/1/2024,6:58,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/1/2024,7:26,Scott Handler & Marion Larson,B,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/1/2024,7:17,Scott Handler & Marion Larson,C,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,7/1/2024,7:08,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/1/2024,7:37,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/8/2024,6:51,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/8/2024,7:21,Scott Handler & Marion Larson,B,1,0,1,1,0,1,2,
Dexter Drumlin,Main Field,N,2024,7/8/2024,7:11,Scott Handler & Marion Larson,C,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,7/8/2024,7:01,Scott Handler & Marion Larson,D,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,7/8/2024,7:33,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/4/2024,7:30,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/4/2024,7:40,Eric Mueller,B,N/A,N/A,2,N/A,N/A,1,3,
Dexter Drumlin,Main Field,N,2024,7/4/2024,7:51,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/4/2024,8:02,Eric Mueller,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/4/2024,8:19,Eric Mueller,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,Y,2024,7/21/2024,6:50,Valerie Burdette,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/21/2024,7:02,Valerie Burdette,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,7/21/2024,7:32,Valerie Burdette,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/21/2024,8:16,Valerie Burdette,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/21/2024,7:41,Valerie Burdette,D,0,0,0,N/A,N/A,5,5,
Dexter Drumlin,Main Field,N,2024,7/15/2024,6:49,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/15/2024,7:17,Scott Handler & Marion Larson,B,0,0,0,1,0,1,1,
Dexter Drumlin,Main Field,N,2024,7/15/2024,7:08,Scott Handler & Marion Larson,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/15/2024,6:59,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/15/2024,7:30,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,Y,2024,7/22/2024,7:04,Scott Handler & Marion Larson,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/22/2024,7:31,Scott Handler & Marion Larson,B,0,0,0,2,N/A,26,26,
Dexter Drumlin,Main Field,N,2024,7/22/2024,7:21,Scott Handler & Marion Larson,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/22/2024,7:13,Scott Handler & Marion Larson,D,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/22/2024,7:45,Scott Handler & Marion Larson,E,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/11/2024,6:52,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/11/2024,7:02,Eric Mueller,B,2,1,3,0,0,0,3,
Dexter Drumlin,Main Field,N,2024,7/11/2024,7:13,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/11/2024,7:24,Eric Mueller,D,1,0,1,0,0,0,1,
Dexter Drumlin,Main Field,N,2024,7/11/2024,7:42,Eric Mueller,E,0,0,0,0,1,4,4,
Dexter Drumlin,Main Field,N,2024,7/18/2024,7:06,Eric Mueller,A,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/18/2024,7:16,Eric Mueller,B,0,0,0,4,5,17,17,
Dexter Drumlin,Main Field,N,2024,7/18/2024,7:32,Eric Mueller,C,0,0,0,0,0,0,0,
Dexter Drumlin,Main Field,N,2024,7/18/2024,7:45,Eric Mueller,D,1,0,1,0,0,0,1,
Dexter Drumlin,Main Field,N,2024,7/18/2024,8:03,Eric Mueller,E,0,0,0,0,0,0,0,
